Database,Module,Pathway,pvalue,pvalue_adj,NumberOfOverlap,NumberOfGenesInPathway,Odds.Ratio,Combined.Score,Genes
39118,GO_Biological_Process_2021,9,chemical synaptic transmission (GO:0007268),3.99150940178842e-14,4.12235596102128e-11,30,306,6.43764127110757,198.61424913526,NAPA;GABRB2;CHRM3;GRIA2;SNAP25;GABRB1;NLGN1;CNP;STXBP1;NRXN1;SLC1A2;GRIK1;GRIK2;NRGN;GRM3;RIMS1;GRIN2A;GRM5;GRM7;DLGAP1;GRIA4;PTPRN2;KCND2;SYT1;GRID1;KCNIP2;GRIN1;CACNB2;NOVA1;PLP1
41908,GWAS_Catalog_2019,9,Post bronchodilator FEV1/FVC ratio,4.48325825015909e-14,4.12235596102128e-11,25,206,8.09675164747387,248.860473130506,ROBO2;KANK1;SLC35F3;MAST4;KCNC2;NRXN1;PALM2;CACNA1C;KALRN;IQCJ-SCHIP1;SPOCK1;ZNF385D;LRRC4C;EDIL3;CADM2;PDE4D;KCNIP4;COBL;ANO4;PTPRD;MGAT4C;CNTN4;MDGA2;FGF12;CNTNAP5
39119,GO_Biological_Process_2021,9,central nervous system development (GO:0007417),5.94462836814563e-14,4.37286862760792e-11,28,268,6.88049645390071,209.536597463297,ROBO2;NCKAP1;SH3GL3;CNTNAP2;ADAM22;AATK;GRIK1;PKD1;UGT8;GRIN2A;PTPRZ1;DNER;SPOCK1;APOD;NRCAM;MOG;SYNJ2;MEIS2;DCLK1;SHROOM4;GRIN1;NR4A2;NFIB;MAL;CNTN4;DSCAML1;ADGRL2;ADGRL3
71604,Reactome_2016,15,Formation of a pool of free 40S subunits Homo sapiens R-HSA-72689,3.64538052195352e-13,4.42306169997027e-11,14,96,19.1374722838137,548.099989817174,RPS9;RPL10;RPL31;RPS8;RPS6;RPL11;RPL37A;RPS3;RPL13;RPL37;RPS2;RPS11;RPL28;RPS24
57194,Reactome_2016,16,Metabolism Homo sapiens R-HSA-1430728,9.22404438582583e-13,4.81846509107187e-11,52,1908,3.69909989858012,102.508689247825,RPL4;RPL30;NUP188;RPL32;RPLP1;RPL8;NUDT4;RPS15;ALAD;RPS4X;CA2;GUK1;BSG;PSMD3;CPNE1;RPL35;RPLP2;RPL38;RPL23;TALDO1;RPL13A;NDUFC1;MINPP1;NDUFS8;MTHFD2;NUP50;CAT;BLVRB;L2HGDH;UBA52;ISCU;FECH;UQCRB;ETFDH;ADCY3;COX5B;UBB;UCP2;RPL14;NT5M;RPL15;CDIPT;RPS27A;RPL19;RPL41;UROS;MBOAT2;RPL23A;RPS25;GNPDA1;RPS20;RPS23
4822,GO_Biological_Process_2021,5,positive regulation of GTPase activity (GO:0043547),4.338642355761e-14,6.79756791088854e-11,37,214,5.21885611756158,160.577051985951,USP6NL;BCAR3;GSK3B;DOCK8;SNX13;SIPA1L2;SIPA1L3;DOCK10;ARHGAP22;ABR;DOCK11;SIPA1L1;RAP1A;TBC1D14;TBC1D12;SRGAP2;TBC1D22A;EVI5;MAP4K4;TBC1D16;BCAS3;RABGAP1L;RALGAPA2;TBC1D9;ARHGAP25;ARHGAP24;TIAM1;TBCK;TBC1D1;TBC1D4;TBC1D5;RAPGEF1;NF1;RGS10;RAPGEF2;LIMS1;PICALM
71605,Reactome_2016,15,Influenza Viral RNA Transcription and Replication Homo sapiens R-HSA-168273,1.37374702171238e-12,1.40798409877283e-10,15,128,14.9408343868521,408.086167122281,NDC1;RPS9;RPL10;RPL31;RPS8;RPS6;RPL11;RPL37A;RPS3;RPL13;RPL37;RPS2;RPS11;RPL28;RPS24
71606,Reactome_2016,15,Nonsense-Mediated Decay (NMD) Homo sapiens R-HSA-927802,1.48276713698604e-12,1.40798409877283e-10,14,106,17.0486660079051,464.356409937175,RPS9;RPL10;RPL31;RPS8;RPS6;RPL11;RPL37A;RPS3;RPL13;RPL37;RPS2;RPS11;RPL28;RPS24
71607,Reactome_2016,15,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC) Homo sapiens R-HSA-975957,1.48276713698604e-12,1.40798409877283e-10,14,106,17.0486660079051,464.356409937175,RPS9;RPL10;RPL31;RPS8;RPS6;RPL11;RPL37A;RPS3;RPL13;RPL37;RPS2;RPS11;RPL28;RPS24
71608,Reactome_2016,15,L13a-mediated translational silencing of Ceruloplasmin expression Homo sapiens R-HSA-156827,1.48276713698604e-12,1.40798409877283e-10,14,106,17.0486660079051,464.356409937175,RPS9;RPL10;RPL31;RPS8;RPS6;RPL11;RPL37A;RPS3;RPL13;RPL37;RPS2;RPS11;RPL28;RPS24
71609,Reactome_2016,15,3' -UTR-mediated translational regulation Homo sapiens R-HSA-157279,1.48276713698604e-12,1.40798409877283e-10,14,106,17.0486660079051,464.356409937175,RPS9;RPL10;RPL31;RPS8;RPS6;RPL11;RPL37A;RPS3;RPL13;RPL37;RPS2;RPS11;RPL28;RPS24
71610,Reactome_2016,15,GTP hydrolysis and joining of the 60S ribosomal subunit Homo sapiens R-HSA-72706,1.69195318529461e-12,1.53967739861809e-10,14,107,16.8644916911046,457.114366549507,RPS9;RPL10;RPL31;RPS8;RPS6;RPL11;RPL37A;RPS3;RPL13;RPL37;RPS2;RPS11;RPL28;RPS24
27983,Reactome_2016,4,Gene Expression Homo sapiens R-HSA-74160,4.8505046525343e-14,2.29428870064872e-10,137,1631,2.19073856401215,67.1617099622736,ZNF573;CCNK;CCNT1;YARS2;RPL6;ALKBH8;EDC3;NARS;RPS14;RPS16;PSMD4;PPP2R1A;KHSRP;RPL36;ZNF569;ZNF445;SNRNP35;ZNF565;MED1;RPS7;EIF1AX;PUS1;CSNK2A2;METTL3;RPSA;ZNF12;SAP30;MSH2;KARS;PPA1;DKC1;SRSF6;RPL29;TP53;SNRPA;ZNF274;PSMD12;SET;SEH1L;ZNF394;HKR1;PSMD13;RPN1;TARS;ZNF26;PDCD11;PCBP1;SMYD2;TP53BP2;SUDS3;ZNF420;ZNF264;CHTOP;INTS1;CPSF3;INTS2;ESRRB;TNFRSF10A;EIF2S1;MOV10;LSM7;CNOT11;JMY;RAD17;MPHOSPH10;CNOT8;AARS;COX20;INTS12;PIWIL4;WDR4;NAT10;SMG9;SEC61A2;SART1;ZNF41;CASP1;NELFCD;RIOK1;WDR36;NCBP1;DIS3;PRMT1;SSR3;DDX52;PSMA5;PSMA3;MED24;C1D;GARS;DNAJC8;GTF3C1;CTDP1;SMARCD3;ZNF195;RPL12;SRRT;NOL9;PSMA7;EXOSC7;BMS1;TDG;PSMB1;EIF4H;RRP36;IARS2;NUP43;HARS;RAE1;ZNF587;EXOSC1;PAIP1;ZNF189;NOP56;NPM1;SSB;TAF12;KRR1;GTF2H2;PSMB9;WARS2;NUDT21;SNRNP40;EIF3K;POLR3B;XPOT;PSMC2;POLR3E;TAF8;SNRNP48;EIF3F;LAMTOR1;LAMTOR4;ZNF577;EIF3D;MPHOSPH6;ZNF354B
71611,Reactome_2016,15,Influenza Life Cycle Homo sapiens R-HSA-168255,3.3635654708744e-12,2.93841079535588e-10,15,136,13.9473435655254,368.461195019922,NDC1;RPS9;RPL10;RPL31;RPS8;RPS6;RPL11;RPL37A;RPS3;RPL13;RPL37;RPS2;RPS11;RPL28;RPS24
70301,GO_Biological_Process_2021,15,nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184),3.63062578243353e-12,3.04972565724416e-10,14,113,15.837580348944,417.187461356778,RPS9;RPL10;RPL31;RPS8;RPS6;RPL11;RPL37A;RPS3;RPL13;RPL37;RPS2;RPS11;RPL28;RPS24
71612,Reactome_2016,15,Cap-dependent Translation Initiation Homo sapiens R-HSA-72737,4.10488129692204e-12,3.20180741159919e-10,14,114,15.6784090909091,411.06976667179,RPS9;RPL10;RPL31;RPS8;RPS6;RPL11;RPL37A;RPS3;RPL13;RPL37;RPS2;RPS11;RPL28;RPS24
71613,Reactome_2016,15,Eukaryotic Translation Initiation Homo sapiens R-HSA-72613,4.10488129692204e-12,3.20180741159919e-10,14,114,15.6784090909091,411.06976667179,RPS9;RPL10;RPL31;RPS8;RPS6;RPL11;RPL37A;RPS3;RPL13;RPL37;RPS2;RPS11;RPL28;RPS24
9948,GWAS_Catalog_2019,5,Systolic blood pressure,6.14932988744102e-13,7.70757008091858e-10,68,657,2.93947171003277,82.6498994296331,BCAR3;WNT2B;WIPF1;CCNH;FAM13A;PRKAG2;ZBTB20;CMIP;TTC28;MCF2L;DIP2B;TNS3;PDE8A;MEF2A;BCAS3;ARL15;CDKAL1;TGFBR2;TBC1D1;PSMA1;SETBP1;PRKD3;RBMS1;PHIP;RBM47;HTRA1;CACNA1D;THADA;HDAC9;ZFP36L2;RTN4;ARHGAP12;EPB41L2;NRIP1;HIVEP3;ATG7;RNF130;SH2B3;MARK3;CYTH1;JAZF1;LRBA;EXOC6B;NFATC2;MYO9B;TRAPPC9;LHFPL2;MERTK;SMARCA2;ARHGAP24;MED13L;SKI;SLC4A7;MKLN1;TBCK;FER;LRCH1;CDK6;NBEA;KANSL1;GNB1;BCL2;PKN2;TRIP12;ZNF652;TNRC6A;CPEB4;TNRC6B
71614,Reactome_2016,15,Influenza Infection Homo sapiens R-HSA-168254,1.04953704713428e-11,7.90409969290091e-10,15,147,12.7779220779221,323.026980064707,NDC1;RPS9;RPL10;RPL31;RPS8;RPS6;RPL11;RPL37A;RPS3;RPL13;RPL37;RPS2;RPS11;RPL28;RPS24
4823,GO_Biological_Process_2021,5,phosphorylation (GO:0016310),8.34351512103612e-13,8.71480154392223e-10,50,400,3.5954606141522,99.9973878232155,GSK3B;BMPR2;LRRK2;PRKAG2;AKT3;JAK2;MAP3K5;MAP2K1;PRKCH;SYK;PRKCB;PRKCE;DYRK1A;ADAM10;PRKCA;IRAK3;TGFBR1;TGFBR2;HCK;PEAK1;BMP2K;SIK3;BIRC6;SGK3;CAMK2D;ROCK1;STK4;STK3;NUAK1;GRK3;MKNK1;FNIP2;MARK3;MAP4K4;LYN;SRPK2;CDK19;STAT3;BRAF;MERTK;TBCK;FER;CDK6;TAOK3;WNK1;TAOK1;AAK1;PKN2;ATM;CDK13
9949,GWAS_Catalog_2019,5,Monocyte percentage of white cells,1.38356860168341e-12,1.23868920382141e-09,31,171,5.49563802083333,150.065842810522,CX3CR1;CSF1R;SETD2;CSF3R;CHD9;CCDC26;CHD7;JMJD1C;IKZF1;LPP;DOCK10;AKAP13;CCND3;CHSY1;TRPS1;GCNT2;TBC1D14;IL6R;EVI5;SH2B3;CMKLR1;ZBTB16;ARID1A;IL17RA;APBB1IP;VMP1;PAN3;CDK6;BCL2;RBMS1;PIK3AP1
39120,GO_Biological_Process_2021,9,anterograde trans-synaptic signaling (GO:0098916),2.13337448365629e-12,1.3077585584813e-09,25,244,6.67876987401661,179.480694151932,GABRB2;CHRM3;GRIA2;SNAP25;GABRB1;NLGN1;CNP;NRXN1;SLC1A2;GRIK1;GRIK2;NRGN;GRM3;GRIN2A;GRM5;GRM7;DLGAP1;GRIA4;KCND2;SYT1;KCNIP2;GRIN1;CACNB2;NOVA1;PLP1
72007,KEGG_2021_Human,15,Ribosome,2.98354246301275e-11,2.17201891307328e-09,15,158,11.7884115884116,285.695982335379,RPS9;RPL10;RPL31;RPS8;RPS6;RPL11;MRPS5;RPL37A;RPS3;RPL13;RPL37;RPS2;RPS11;RPL28;RPS24
8543,Reactome_2016,5,Innate Immune System Homo sapiens R-HSA-168249,3.02080017775823e-12,2.36641933925135e-09,76,807,2.65598007996019,70.4511979114615,CD86;GSK3B;CYFIP1;ITGAM;WIPF1;PTEN;ARRB1;IRS2;PPP3CA;RPS6KA3;SPRED1;RPS6KA2;AKT3;PIP4K2A;MAP3K8;LRRFIP1;JAK2;CTSB;MEF2A;MEF2C;HSP90AA1;MAP2K1;SYK;PRKCE;IRAK3;PRKCA;GAB2;PPP2R5C;VAV1;DNM2;LAT2;APBB1IP;HCK;PSMA1;RASA1;AKAP9;PELI1;ELMO1;RAPGEF2;LCP2;SOS1;CARD11;TLR2;CAMK2D;MAPKAP1;PELI2;ITPR2;PIK3R1;RASAL2;FOXO3;PLD1;ADCY7;C3;RAP1A;RNF216;IFI16;PLCG2;NCKAP1L;NLRP1;WASF2;MARK3;LYN;CREBBP;LY86;MYO5A;NFATC2;MYO9B;BRAF;PTK2;BCL2;NF1;GRB2;TAB2;UBE2K;TNRC6A;TNRC6B
39121,GO_Biological_Process_2021,9,synapse organization (GO:0050808),1.07198046222099e-11,5.63249162864112e-09,18,126,9.60422812192724,242.592508413646,KIRREL3;GPM6A;NLGN1;CTNND2;NRXN1;PTPRD;CACNB2;LRFN5;GRM5;DNER;CNTN2;NRCAM;APBB2;MAPT;LRRC4C;GPC6;PPFIA2;ADGRL3
4824,GO_Biological_Process_2021,5,positive regulation of transcription, DNA-templated (GO:0045893),9.21178603748186e-12,6.4144736774332e-09,97,1183,2.30485248671252,58.5675402246028,CD86;MAML2;RBPJ;NR3C1;DCAF6;RPS6KA3;ZNF609;MAP3K5;MEF2A;DDX17;MEF2C;MAP2K1;SLC11A1;DYRK1A;MRTFA;RFX3;RUNX2;RUNX1;TBL1XR1;KAT6A;PADI2;PHIP;MAML3;ATF6;KMT2E;CTBP2;KMT2C;PIK3R1;FOXO3;PRDM11;HIF1A;HIVEP3;RREB1;BPTF;CREBBP;ZFHX3;AUTS2;BICRAL;ZBTB16;NFATC2;POU2F2;SMARCA2;FLI1;SETX;MLLT10;TCF4;ATM;PICALM;CIITA;BMPR2;ARRB1;PPP3CA;ZNF407;NCK2;NCOA1;BCAS3;NCOA2;PPP1R12A;PRMT2;NCOA3;ATRX;TCF12;IL18;TET2;ARID1A;ARID1B;SUPT3H;TGFBR1;DNM2;ELF1;ZEB2;ELF2;TET3;WAC;HCLS1;PPARD;TLR2;PRKN;HDAC4;NFAT5;SP100;SCAF8;IFI16;NSD1;NRIP1;SPP1;TRIM44;MAP3K2;ATF7IP;CD74;WWOX;STAT3;SKI;NFIA;NFIC;SSBP2;LPIN2
4825,GO_Biological_Process_2021,5,regulation of small GTPase mediated signal transduction (GO:0051056),1.02697776274724e-11,6.43606963913697e-09,27,141,5.85570629942732,148.160001844092,TRIO;FAM13A;ARHGAP15;ARHGAP6;ARHGAP12;FGD2;ARHGAP22;PREX1;ABR;ARHGAP21;AKAP13;FGD4;MCF2L;SRGAP3;A2M;SRGAP2;SRGAP1;STARD13;MYO9B;ARHGAP26;ARHGAP25;ARHGAP24;VAV1;TIAM1;ARHGAP31;SOS1;ARHGEF6
8544,Reactome_2016,5,Rho GTPase cycle Homo sapiens R-HSA-194840,1.26449872758468e-11,7.20419411433929e-09,25,122,6.36138416047311,159.631048930593,TRIO;FAM13A;ARHGAP15;ARHGAP6;ARHGAP12;FGD2;ARHGAP22;ABR;AKAP13;FGD4;MCF2L;SRGAP3;A2M;SRGAP2;SRGAP1;STARD13;MYO9B;ARHGAP26;ARHGAP25;ARHGAP24;VAV1;TIAM1;ARHGAP31;SOS1;ARHGEF6
4826,GO_Biological_Process_2021,5,cellular protein modification process (GO:0006464),2.04354939200496e-11,9.5973671511801e-09,87,1025,2.37907722622841,58.558006911879,GSK3B;BMPR2;LRRK2;PTEN;PRKAG2;PTPRJ;DCAF6;PPP3CA;AKT3;MACROD2;JAK2;MAP3K5;MAP2K1;MANBA;PPP1R12A;PRKCH;WSB1;SYK;PRKCB;PRKCE;UBE2E1;DYRK1A;UBE2E2;ADAM10;IRAK3;PRKCA;PPP2R5C;FBXO11;TGFBR1;SUMF1;CTTNBP2NL;PARP8;TGFBR2;HCK;PSMA1;PEAK1;B3GNT5;BMP2K;SIK3;BIRC6;SGK3;RAB1A;CAMK2D;ROCK1;STK4;HIF1A;STK3;C3;FBXL20;GRK3;NUAK1;COP1;MAN2A1;MKNK1;SPP1;ST8SIA4;GCNT2;ST3GAL6;SOCS6;ATG7;ST3GAL1;FNIP2;MARK3;MAP4K4;LYN;SRPK2;CDK19;ZBTB16;BRAF;MERTK;SSH2;PARP14;SSH1;PTPRE;TBCK;FER;PTPRC;CDK6;TAOK3;KLHL5;WNK1;TAOK1;MGAT4A;AAK1;PKN2;ATM;CDK13
4827,GO_Biological_Process_2021,5,regulation of intracellular signal transduction (GO:1902531),2.26806678950767e-11,9.5973671511801e-09,50,437,3.24532624032733,79.5413500628445,TRIO;PHF20;LRRK2;FAM13A;PTEN;PRKAG2;ARHGAP6;PREX1;AKAP13;SPRED1;MCF2L;PIP4K2A;CMKLR1;PPP2R5C;VAV1;TIAM1;KAT6A;SOS1;ARHGEF6;SGMS1;MAPKAP1;PRDM11;ARHGAP15;STK4;FGD2;ARHGAP12;STK3;ARHGAP22;ABR;FGD4;ARHGAP21;NUAK1;PLCG2;SRGAP3;SRGAP2;A2M;SRGAP1;MAP4K4;LYN;STARD13;MYO9B;ARHGAP26;ARHGAP25;ARHGAP24;TBCK;ARHGAP31;DLG1;TAOK3;TAOK1;ATM
8545,Reactome_2016,5,Signalling by NGF Homo sapiens R-HSA-166520,2.02526888844133e-11,9.5973671511801e-09,51,450,3.21291866028708,79.110840079712,CD86;GSK3B;TRIO;PTEN;IRS2;ARRB1;RPS6KA3;AKAP13;SPRED1;RPS6KA2;MCF2L;AKT3;PIP4K2A;JAK2;MEF2A;MEF2C;MAP2K1;PRKCE;PRKCA;PPP2R5C;VAV1;DNM2;APBB1IP;TIAM1;PSMA1;RASA1;AKAP9;RAPGEF1;RAPGEF2;SOS1;ARHGEF6;CAMK2D;MAPKAP1;ITPR2;RASAL2;PIK3R1;FOXO3;ADCY7;RTN4;FGD2;ABR;FGD4;RAP1A;MARK3;STAT3;BRAF;PTK2;NF1;GRB2;TNRC6A;TNRC6B
8546,Reactome_2016,5,Signaling by Rho GTPases Homo sapiens R-HSA-194315,2.29711995001917e-11,9.5973671511801e-09,45,367,3.49916387959866,85.7182473236085,CYFIP1;TRIO;ROCK1;WIPF1;FAM13A;ARHGAP15;ARHGAP6;FGD2;ARHGAP12;ARHGAP22;ABR;AKAP13;FGD4;MCF2L;NCKAP1L;SRGAP3;A2M;SRGAP2;SRGAP1;WASF2;CLASP1;CLASP2;NCOA2;STARD13;PPP1R12A;KDM4C;MYO9B;PPP2R5C;ARHGAP26;ARHGAP25;PTK2;VAV1;ARHGAP24;FMNL3;TIAM1;ARHGAP31;DIAPH2;FMNL2;TAOK1;GRB2;PKN2;EVL;SOS1;PAFAH1B1;ARHGEF6
9688,KEGG_2021_Human,5,Fc gamma R-mediated phagocytosis,2.60573295322454e-11,1.02063302611614e-08,22,97,7.22045474045474,175.967695361462,LYN;MAP2K1;GSN;SYK;PRKCB;PRKCE;PLA2G4A;PRKCA;ASAP1;PIK3R1;GAB2;PLD1;VAV1;DNM2;HCK;SCIN;PTPRC;BIN1;INPP5D;AKT3;PLCG2;WASF2
57195,Reactome_2016,16,Disease Homo sapiens R-HSA-1643685,2.14050166793096e-10,1.09215364173035e-08,28,725,4.79931850789096,106.855918086938,RPL4;RPL30;NUP188;RPL32;RPLP1;FURIN;RPL8;RPS15;RPS4X;UBB;PSMD3;RPL14;RPL35;RPLP2;RPL38;RPL15;RPS27A;RPL19;MAP2K3;RPL41;RPL23;RPL13A;RPL23A;RPS25;NUP50;RPS20;UBA52;RPS23
9689,KEGG_2021_Human,5,Chemokine signaling pathway,3.16138779304947e-11,1.1654363117083e-08,31,192,4.77355072463768,115.412164231126,CX3CR1;GSK3B;ROCK1;ARRB1;PIK3R1;FOXO3;ADCY7;PIK3R5;PREX1;GRK3;RAP1A;GNG7;AKT3;PLCG2;JAK2;LYN;MAP2K1;PRKCB;STAT3;BRAF;PTK2;VAV1;TIAM1;HCK;GNAQ;GNB1;ELMO1;GNB4;GRB2;DOCK2;SOS1
39122,GO_Biological_Process_2021,9,cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742),2.90741652702535e-11,1.33668474829991e-08,20,170,7.71236399604352,187.110982705362,KIRREL3;PTPRT;ROBO2;TENM2;NLGN1;UNC5D;PKD1;ROBO1;PTPRD;LRFN5;CDH20;IL1RAPL1;CDH12;CNTN2;CNTN4;LRRC4C;DSCAML1;GPC6;CDH18;ADGRL3
57196,Reactome_2016,16,Metabolism of proteins Homo sapiens R-HSA-392499,3.98521801746832e-10,1.98717462052852e-08,34,1074,3.98506493506494,86.2497921614456,RPL4;RPL30;NUP188;RPL32;PIGQ;RPLP1;FURIN;RPL8;RPS15;RPS4X;UBB;EXOSC9;RPL14;RPL35;RPLP2;RPL38;RPL15;RPS27A;RGS6;RPL19;EIF2B5;RPL41;TMED9;RPL23;SIAH2;RPL13A;RPL23A;RPS25;NUP50;TOMM7;RPS20;HDGF;UBA52;RPS23
39123,GO_Biological_Process_2021,9,axonogenesis (GO:0007409),6.50325520408256e-11,2.65766362673507e-08,23,240,6.16460167223157,144.597717768576,ROBO2;EPHA6;DCC;ATL1;NRXN1;NRXN3;UNC5C;UNC5D;ROBO1;ENAH;KIF5C;MAP1B;TNR;CNTN2;NRCAM;NCAM1;APBB1;CTNNA2;CNTN4;SLIT2;DSCAML1;SPTBN1;FGFR2
4828,GO_Biological_Process_2021,5,activation of GTPase activity (GO:0090630),1.36128942487841e-10,4.73955601428501e-08,22,105,6.52177823262161,148.157965949658,USP6NL;BCAS3;RABGAP1L;RALGAPA2;TBC1D9;SIPA1L2;ARHGAP25;SIPA1L3;ARHGAP24;ARHGAP22;TIAM1;ABR;TBCK;TBC1D1;SIPA1L1;TBC1D4;TBC1D5;TBC1D14;TBC1D12;TBC1D22A;EVI5;TBC1D16
71615,Reactome_2016,15,Major pathway of rRNA processing in the nucleolus Homo sapiens R-HSA-6791226,6.7308013364674e-10,4.74195810285316e-08,14,166,10.2875299043062,217.263956352501,RPS9;RPL10;RPL31;RPS8;RPS6;RPL11;RPL37A;RPS3;RPL13;RPL37;RPS2;RPS11;RPL28;RPS24
9950,GWAS_Catalog_2019,5,Pulse pressure,1.54348109172507e-10,5.09105052728474e-08,57,567,2.81535595370224,63.6039885207391,BNC2;WIPF1;CCNH;CELF2;FAF1;FAM13A;PTEN;PRKAG2;MSI2;MCF2L;CNTRL;DIP2A;TNS3;ARL15;COG5;PRKCE;FNDC3B;ARID1B;RNF144B;TBC1D1;SETBP1;PRKD3;TBL1XR1;ZNF638;RIN3;ITGA9;NFAT5;PRDM11;FOXO3;HDAC9;ARHGAP12;NRIP1;HIVEP3;RREB1;CYTH1;PHC2;FBXL17;TRAPPC9;FOXN3;LHFPL2;PLXDC2;AIG1;ARHGAP26;ARHGAP24;MED13L;VMP1;SLC4A7;MYO1E;TBCK;TSPAN14;FER;CDK6;NBEA;KANSL1;PKN2;TNRC6A;TNRC6B
72008,KEGG_2021_Human,15,Coronavirus disease,7.72896259683108e-10,5.27501697233721e-08,16,232,8.34142188165177,175.010340507862,RPS9;RPL10;RPL31;RPS8;DDX58;RPS6;RPL11;CGAS;RPL37A;RPS3;RPL13;RPL37;RPS2;RPS11;RPL28;RPS24
70302,GO_Biological_Process_2021,15,nuclear-transcribed mRNA catabolic process (GO:0000956),9.95221549593715e-10,6.58655716458386e-08,14,171,9.957368268674,206.396884503228,RPS9;RPL10;RPL31;RPS8;RPS6;RPL11;RPL37A;RPS3;RPL13;RPL37;RPS2;RPS11;RPL28;RPS24
41080,Reactome_2016,9,Neuronal System Homo sapiens R-HSA-112316,2.06746838121661e-10,7.60414870611468e-08,25,301,5.28390736860485,117.82863014613,GABRB2;GRIA2;SNAP25;GABRB1;KCNC2;STXBP1;SLC1A2;GRIK1;ADCY2;GRIK2;RIMS1;GRIN2A;PPFIA2;GRIA4;KCND2;SYT1;CACNA2D1;KCNH8;CACNA2D3;KCNAB1;GRIN1;PTPRD;CACNB2;LRFN5;KCNQ5
4829,GO_Biological_Process_2021,5,cellular response to cytokine stimulus (GO:0071345),2.44959189352841e-10,7.67579619837126e-08,51,482,2.9693102720945,65.7106269652683,CD86;GSK3B;CSF3R;ITGAM;DOCK8;SLA;PTPRJ;IL1RAP;ITGAX;JAK2;IL6R;IL13RA1;HSP90AA1;IL4R;SYK;IFNGR1;IFNGR2;IL18;IRAK3;GAB2;TNFRSF1B;VAV1;HCK;RAPGEF1;HCLS1;IL6ST;SOS1;TLR2;CSF1R;NFAT5;PIK3R1;FOXO3;HIF1A;ZFP36L2;ZFP36L1;IFI16;ALOX5;INPP5D;ST3GAL6;SOCS6;SH2B3;STAT3;ERBIN;FER;LRCH1;WNK1;AXL;BCL2;GRB2;UBE2K;PTPN2
58183,GO_Biological_Process_2021,3,protein ubiquitination (GO:0016567),1.39892226772199e-11,8.77404046315232e-08,65,525,2.79876207729469,69.9487158235548,UBE3C;UBE2D2;FBXO28;UBE2D3;UBE3A;ARRB2;CDC73;SH3RF1;NPEPPS;RNF115;HERC2;CDC27;ARIH2;BTRC;RNF111;TRIM22;FBXW4;SHPRH;FBXW7;FBXW11;UBE2E3;RC3H1;UBE4B;COMMD1;TRPC4AP;PJA2;DDB2;UBE2R2;NFX1;PSME4;KLHL18;ANAPC16;CBFB;CUL5;PRKDC;TNKS;CUL3;RNF38;CUL1;UBR2;UBR1;CBL;HECTD2;TNKS2;UBE2H;ANKIB1;USP9X;HUWE1;KLHL2;WWP2;UBE2G1;CHFR;MIB1;CNOT4;CUL4A;ITCH;MDM2;TPP2;CTNNB1;UBE2O;TRIM38;FBXL5;TRIM33;NFE2L2;TAF1
58184,GO_Biological_Process_2021,3,peptidyl-serine phosphorylation (GO:0018105),3.59505926038987e-11,1.12741058405826e-07,31,156,4.8255175257732,116.048270430967,SMG1;PRKDC;TNKS;ROCK2;PRKX;NLK;TTBK2;IKBKB;MAPK8;RPS6KA1;TLK2;TLK1;MAPK1;RICTOR;STK32B;PAK2;MARK2;MORC3;CSNK1A1;NEK6;PRKCD;VRK2;MAPK14;HIPK3;HIPK2;PIKFYVE;TOP1;GAS6;SGK1;ATR;TAF1
71616,Reactome_2016,15,rRNA processing Homo sapiens R-HSA-72312,1.94844395663475e-09,1.25158870626185e-07,14,180,9.4131982475356,188.793313837344,RPS9;RPL10;RPL31;RPS8;RPS6;RPL11;RPL37A;RPS3;RPL13;RPL37;RPS2;RPS11;RPL28;RPS24
39124,GO_Biological_Process_2021,9,neuron projection morphogenesis (GO:0048812),5.5113546216536e-10,1.84279657258563e-07,17,140,7.9349593495935,169.165719653674,NCKAP1;GPM6A;CNTNAP2;NLGN1;DCC;CTNND2;ATL1;LRP2;DCLK1;MAP2;MAP1B;NRCAM;CNTN4;APBB1;CTNNA2;DSCAML1;FGFR2
